"","Flow","NCP","NCPDirection","count"
"555","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Energy","Complex",0
"556","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Energy","NotConsidered",68
"557","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Energy","NoChangeMeasured",0
"558","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Energy","NotMeasured",9
"559","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Energy","Increase",0
"560","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Energy","Decrease",3
"561","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Energy","Complex",0
"562","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Energy","NotConsidered",52
"563","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Energy","NoChangeMeasured",0
"564","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Energy","NotMeasured",7
"565","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Energy","Increase",0
"566","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Energy","Decrease",2
"567","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Energy","Complex",0
"568","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Energy","NotConsidered",65
"569","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Energy","NoChangeMeasured",1
"570","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Energy","NotMeasured",8
"571","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Energy","Increase",0
"572","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Energy","Decrease",0
"573","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Energy","Complex",0
"574","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Energy","NotConsidered",33
"575","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Energy","NoChangeMeasured",0
"576","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Energy","NotMeasured",7
"577","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Energy","Increase",0
"578","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Energy","Decrease",2
"579","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Energy","Complex",0
"580","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Energy","NotConsidered",67
"581","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Energy","NoChangeMeasured",0
"582","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Energy","NotMeasured",11
"583","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Energy","Increase",0
"584","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Energy","Decrease",0
"585","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Energy","Complex",0
"586","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Energy","NotConsidered",44
"587","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Energy","NoChangeMeasured",0
"588","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Energy","NotMeasured",9
"589","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Energy","Increase",0
"590","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Energy","Decrease",0
"591","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Energy","Complex",0
"592","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Energy","NotConsidered",18
"593","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Energy","NoChangeMeasured",1
"594","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Energy","NotMeasured",0
"595","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Food.Feed","Increase",3
"596","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Food.Feed","Decrease",39
"597","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Food.Feed","Complex",0
"598","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Food.Feed","NotConsidered",123
"599","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",1
"600","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Food.Feed","NotMeasured",16
"601","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Food.Feed","Increase",1
"602","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Food.Feed","Decrease",19
"603","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Food.Feed","Complex",0
"604","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Food.Feed","NotConsidered",42
"605","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",0
"606","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Food.Feed","NotMeasured",6
"607","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Food.Feed","Increase",1
"608","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Food.Feed","Decrease",27
"609","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Food.Feed","Complex",0
"610","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Food.Feed","NotConsidered",66
"611","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",1
"612","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Food.Feed","NotMeasured",11
"613","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Food.Feed","Increase",1
"614","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Food.Feed","Decrease",15
"615","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Food.Feed","Complex",0
"616","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Food.Feed","NotConsidered",27
"617","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",0
"618","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Food.Feed","NotMeasured",6
"619","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Food.Feed","Increase",2
"620","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Food.Feed","Decrease",17
"621","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Food.Feed","Complex",0
"622","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Food.Feed","NotConsidered",49
"623","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",0
"624","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Food.Feed","NotMeasured",8
"625","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Food.Feed","Increase",1
"626","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Food.Feed","Decrease",15
"627","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Food.Feed","Complex",0
"628","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Food.Feed","NotConsidered",37
"629","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",0
"630","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Food.Feed","NotMeasured",4
"631","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Food.Feed","Increase",1
"632","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Food.Feed","Decrease",16
"633","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Food.Feed","Complex",0
"634","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Food.Feed","NotConsidered",48
"635","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",1
"636","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Food.Feed","NotMeasured",4
"637","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Food.Feed","Increase",1
"638","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Food.Feed","Decrease",12
"639","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Food.Feed","Complex",0
"640","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Food.Feed","NotConsidered",20
"641","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",0
"642","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Food.Feed","NotMeasured",3
"643","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Food.Feed","Increase",1
"644","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Food.Feed","Decrease",23
"645","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Food.Feed","Complex",0
"646","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Food.Feed","NotConsidered",43
"647","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",0
"648","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Food.Feed","NotMeasured",8
"649","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Food.Feed","Increase",1
"650","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Food.Feed","Decrease",15
"651","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Food.Feed","Complex",0
"652","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Food.Feed","NotConsidered",27
"653","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",0
"654","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Food.Feed","NotMeasured",6
"655","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Food.Feed","Increase",1
"656","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Food.Feed","Decrease",2
"657","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Food.Feed","Complex",0
"658","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Food.Feed","NotConsidered",7
"659","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Food.Feed","NoChangeMeasured",1
"660","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Food.Feed","NotMeasured",6
"661","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Materials","Increase",1
"662","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Materials","Decrease",7
"663","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Materials","Complex",0
"664","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Materials","NotConsidered",167
"665","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Materials","NoChangeMeasured",1
"666","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Materials","NotMeasured",15
"667","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Materials","Increase",0
"668","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Materials","Decrease",2
"669","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Materials","Complex",0
"670","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Materials","NotConsidered",60
"671","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Materials","NoChangeMeasured",0
"672","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Materials","NotMeasured",11
"673","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Materials","Increase",0
"674","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Materials","Decrease",7
"675","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Materials","Complex",0
"676","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Materials","NotConsidered",95
"677","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Materials","NoChangeMeasured",1
"678","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Materials","NotMeasured",10
"679","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Materials","Increase",0
"680","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Materials","Decrease",0
"681","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Materials","Complex",0
"682","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Materials","NotConsidered",42
"683","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Materials","NoChangeMeasured",0
"684","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Materials","NotMeasured",10
"685","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Materials","Increase",0
"686","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Materials","Decrease",4
"687","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Materials","Complex",0
"688","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Materials","NotConsidered",67
"689","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Materials","NoChangeMeasured",0
"690","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Materials","NotMeasured",10
"691","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Materials","Increase",0
"692","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Materials","Decrease",3
"693","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Materials","Complex",0
"694","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Materials","NotConsidered",51
"695","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Materials","NoChangeMeasured",0
"696","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Materials","NotMeasured",7
"697","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Materials","Increase",0
"698","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Materials","Decrease",6
"699","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Materials","Complex",0
"700","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Materials","NotConsidered",59
"701","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Materials","NoChangeMeasured",1
"702","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Materials","NotMeasured",8
"703","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Materials","Increase",0
"704","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Materials","Decrease",1
"705","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Materials","Complex",0
"706","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Materials","NotConsidered",30
"707","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Materials","NoChangeMeasured",0
"708","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Materials","NotMeasured",7
"709","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Materials","Increase",0
"710","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Materials","Decrease",5
"711","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Materials","Complex",0
"712","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Materials","NotConsidered",62
"713","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Materials","NoChangeMeasured",0
"714","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Materials","NotMeasured",11
"715","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Materials","Increase",0
"716","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Materials","Decrease",1
"717","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Materials","Complex",0
"718","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Materials","NotConsidered",42
"719","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Materials","NoChangeMeasured",0
"720","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Materials","NotMeasured",9
"721","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Materials","Increase",0
"722","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Materials","Decrease",2
"723","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Materials","Complex",0
"724","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Materials","NotConsidered",15
"725","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Materials","NoChangeMeasured",1
"726","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Materials","NotMeasured",1
"727","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Medicinal","Increase",1
"728","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Medicinal","Decrease",2
"729","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Medicinal","Complex",0
"730","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Medicinal","NotConsidered",179
"731","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"732","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Medicinal","NotMeasured",7
"733","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Medicinal","Increase",0
"734","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Medicinal","Decrease",2
"735","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Medicinal","Complex",0
"736","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Medicinal","NotConsidered",62
"737","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"738","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Medicinal","NotMeasured",7
"739","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Medicinal","Increase",1
"740","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Medicinal","Decrease",2
"741","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Medicinal","Complex",0
"742","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Medicinal","NotConsidered",102
"743","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"744","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Medicinal","NotMeasured",7
"745","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Medicinal","Increase",0
"746","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Medicinal","Decrease",2
"747","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Medicinal","Complex",0
"748","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Medicinal","NotConsidered",42
"749","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"750","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Medicinal","NotMeasured",6
"751","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Medicinal","Increase",0
"752","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Medicinal","Decrease",2
"753","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Medicinal","Complex",0
"754","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Medicinal","NotConsidered",72
"755","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"756","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Medicinal","NotMeasured",5
"757","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Medicinal","Increase",0
"758","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Medicinal","Decrease",2
"759","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Medicinal","Complex",0
"760","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Medicinal","NotConsidered",54
"761","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"762","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Medicinal","NotMeasured",4
"763","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Medicinal","Increase",1
"764","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Medicinal","Decrease",2
"765","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Medicinal","Complex",0
"766","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Medicinal","NotConsidered",66
"767","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"768","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Medicinal","NotMeasured",4
"769","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Medicinal","Increase",0
"770","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Medicinal","Decrease",2
"771","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Medicinal","Complex",0
"772","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Medicinal","NotConsidered",31
"773","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"774","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Medicinal","NotMeasured",4
"775","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Medicinal","Increase",0
"776","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Medicinal","Decrease",2
"777","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Medicinal","Complex",0
"778","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Medicinal","NotConsidered",69
"779","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"780","X2.7.Altered.Flow..Feedbacks","X2.16.NCP.ES..Medicinal","NotMeasured",6
"781","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Medicinal","Increase",0
"782","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Medicinal","Decrease",2
"783","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Medicinal","Complex",0
"784","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Medicinal","NotConsidered",43
"785","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"786","X2.7.Altered.Flow..Mechanism","X2.16.NCP.ES..Medicinal","NotMeasured",6
"787","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Medicinal","Increase",0
"788","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Medicinal","Decrease",0
"789","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Medicinal","Complex",0
"790","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Medicinal","NotConsidered",19
"791","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Medicinal","NoChangeMeasured",0
"792","X2.7.Altered.Flow..Other","X2.16.NCP.ES..Medicinal","NotMeasured",0
"793","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Learning","Increase",2
"794","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Learning","Decrease",4
"795","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Learning","Complex",0
"796","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Learning","NotConsidered",170
"797","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Learning","NoChangeMeasured",2
"798","X2.7.Altered.Flow..Quantity","X2.16.NCP.ES..Learning","NotMeasured",11
"799","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Learning","Increase",1
"800","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Learning","Decrease",4
"801","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Learning","Complex",0
"802","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Learning","NotConsidered",57
"803","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Learning","NoChangeMeasured",0
"804","X2.7.Altered.Flow..Direction","X2.16.NCP.ES..Learning","NotMeasured",9
"805","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Learning","Increase",1
"806","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Learning","Decrease",4
"807","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Learning","Complex",0
"808","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Learning","NotConsidered",97
"809","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Learning","NoChangeMeasured",1
"810","X2.7.Altered.Flow..Location","X2.16.NCP.ES..Learning","NotMeasured",9
"811","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Learning","Increase",1
"812","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Learning","Decrease",1
"813","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Learning","Complex",0
"814","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Learning","NotConsidered",40
"815","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Learning","NoChangeMeasured",0
"816","X2.7.Altered.Flow..Distance","X2.16.NCP.ES..Learning","NotMeasured",8
"817","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Learning","Increase",1
"818","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Learning","Decrease",2
"819","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Learning","Complex",0
"820","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Learning","NotConsidered",67
"821","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Learning","NoChangeMeasured",1
"822","X2.7.Altered.Flow..Timing","X2.16.NCP.ES..Learning","NotMeasured",8
"823","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Learning","Increase",1
"824","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Learning","Decrease",1
"825","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Learning","Complex",0
"826","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Learning","NotConsidered",51
"827","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Learning","NoChangeMeasured",0
"828","X2.7.Altered.Flow..Frequency","X2.16.NCP.ES..Learning","NotMeasured",6
"829","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Learning","Increase",1
"830","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Learning","Decrease",1
"831","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Learning","Complex",0
"832","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Learning","NotConsidered",63
"833","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Learning","NoChangeMeasured",1
"834","X2.7.Altered.Flow..Duration","X2.16.NCP.ES..Learning","NotMeasured",6
"835","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Learning","Increase",1
"836","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Learning","Decrease",3
"837","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Learning","Complex",0
"838","X2.7.Altered.Flow..Speed","X2.16.NCP.ES..Learning","NotConsidered",27
